id_fornecedor,nome,cnpj,telefone,created_at
314,da Mata - EI,93.648.072/0001-20,+55 61 9639-7614,2024-07-09 20:56:13
315,Teixeira e Filhos,54.320.769/0001-16,+55 84 2682 7644,2024-06-11 17:27:28
316,Farias,17.538.290/0001-24,+55 (041) 6905-1744,2023-06-24 02:37:34
317,Santos da Cunha - ME,32.079.584/0001-29,(041) 3430-8596,2023-01-20 14:13:23
318,da Rosa Cavalcanti - EI,06.732.945/0001-84,0800 879 3570,2024-03-24 15:52:20
319,Cassiano,10.956.284/0001-48,+55 (021) 6187 2173,2025-06-27 07:19:33
320,Viana S.A.,61.359.248/0001-38,(061) 4070-2717,2025-06-19 15:08:02
321,Sales,58.432.907/0001-00,(021) 9412-4620,2023-12-28 00:16:41
322,Cirino Nascimento S/A,75.269.831/0001-62,(031) 0622 4858,2024-11-24 15:31:46
323,Castro S.A.,63.287.901/0001-26,0800 454 1913,2024-11-07 23:43:06
324,Mendes,87.941.520/0001-87,41 7606 8815,2024-01-01 21:34:12
325,Rezende S.A.,75.241.936/0001-03,+55 51 4786 4554,2024-01-16 00:47:15
326,Aparecida - EI,67.820.451/0001-46,+55 84 1052-2426,2024-06-28 05:12:31
327,Sá Peixoto - EI,58.012.463/0001-53,+55 71 0433-4524,2025-11-06 14:17:04
328,Nogueira Borges - ME,67.851.294/0001-36,(084) 3818-7886,2025-05-09 18:22:32
329,Farias S/A,58.637.240/0001-81,(041) 6069 3856,2025-11-04 07:53:36
330,Câmara Costela S.A.,64.872.915/0001-70,(084) 3588 0930,2024-11-08 12:51:49
331,da Rosa,45.832.971/0001-36,+55 (084) 4110-4167,2024-02-17 10:26:16
332,Cardoso,96.072.831/0001-48,+55 (061) 0168-8660,2023-07-24 18:52:09
333,Monteiro Ltda.,74.536.809/0001-79,+55 (021) 4954 8602,2024-08-14 14:17:49
334,da Conceição Borges S.A.,64.857.023/0001-08,0300 972 7098,2024-01-23 09:21:44
335,Fogaça Aparecida Ltda.,51.823.067/0001-67,0800 837 0336,2023-07-17 10:01:57
336,Novais Rocha Ltda.,68.752.390/0001-90,(041) 4525 9783,2025-03-01 16:24:27
337,Rezende,07.312.586/0001-79,+55 41 0893 4020,2025-03-14 11:16:59
338,Ribeiro,35.416.702/0001-35,(021) 0097 3440,2023-01-04 13:37:42
339,Carvalho - ME,29.537.048/0001-15,(051) 2605 0763,2024-01-02 20:21:45
340,Moraes S.A.,63.795.104/0001-50,+55 21 2609 6542,2025-10-06 12:57:43
341,Cavalcante Ltda.,12.348.760/0001-73,+55 (071) 5543 6965,2024-06-01 11:43:53
342,Melo,58.973.260/0001-23,61 4951 6880,2025-08-20 05:38:38
343,Sampaio - ME,48.792.630/0001-72,+55 51 9676 5334,2024-02-06 18:45:25
344,Cardoso - ME,26.153.908/0001-29,51 4207 8624,2024-01-02 15:07:54
345,Machado Barros - EI,01.736.459/0001-10,51 6690 9446,2023-02-01 19:06:09
346,Marques,37.928.651/0001-56,+55 84 1037-6651,2025-08-11 03:59:12
347,Dias Mendes S.A.,38.296.501/0001-30,+55 (011) 8886-8020,2024-07-29 19:56:56
348,Nascimento Moraes - EI,57.134.082/0001-84,51 2905 0084,2023-10-15 21:27:34
349,Fonseca Carvalho e Filhos,71.802.536/0001-79,+55 31 7721 6526,2024-11-07 00:37:57
350,Alves,74.308.962/0001-49,61 9988 6652,2023-10-26 07:30:10
351,Macedo,61.298.537/0001-74,+55 (071) 3503 4728,2025-07-29 00:37:27
352,Cavalcante,27.431.906/0001-17,+55 (061) 3858 8589,2023-04-12 21:11:21
353,Santos,85.140.739/0001-51,(021) 4226 2514,2023-10-25 22:48:15
354,Fonseca Aparecida - EI,35.268.174/0001-14,(051) 5929-1295,2023-11-21 17:22:24
355,Fonseca S.A.,51.286.793/0001-98,+55 (051) 5284-4908,2024-03-06 09:14:18
356,da Rosa,08.376.214/0001-79,61 3427 2816,2024-09-12 01:30:28
357,Costela,14.630.759/0001-62,+55 71 2929 1087,2025-06-27 21:58:46
358,Cunha,26.034.598/0001-23,31 4504-7114,2025-02-15 17:05:07
359,Moraes S/A,63.284.970/0001-86,+55 (051) 5476 2988,2025-11-07 14:54:51
360,Correia,56.741.203/0001-93,0800-397-1934,2022-12-13 07:58:59
361,da Conceição,81.056.327/0001-87,+55 (061) 4528-1777,2025-07-04 08:14:13
362,Pereira,06.142.985/0001-76,+55 71 7870 4512,2025-08-08 23:47:21
363,Camargo,79.012.354/0001-06,+55 (061) 7718-8336,2023-07-20 07:50:13
364,Albuquerque,71.936.528/0001-15,+55 51 4495 8843,2025-03-26 03:54:50
365,Siqueira e Filhos,57.843.962/0001-20,+55 21 2924-0376,2023-03-17 22:33:42
366,Fernandes,34.205.769/0001-68,+55 (061) 4390 6597,2023-05-08 18:23:11
367,Carvalho,79.214.560/0001-07,(071) 2010 5926,2023-09-08 06:23:55
368,Teixeira,97.624.380/0001-77,0800-240-3870,2025-02-23 00:22:08
369,Ferreira,85.632.971/0001-07,0300 436 9467,2023-04-26 10:34:50
370,Costa,23.580.796/0001-02,61 7510-7063,2023-01-22 15:54:09
371,da Rocha Ramos - ME,20.537.691/0001-74,+55 (051) 8673-3736,2023-12-24 13:58:42
372,Gomes,58.361.274/0001-96,31 1272 5894,2024-06-13 04:23:47
373,Souza,38.167.095/0001-05,(011) 2880-4007,2023-05-15 16:20:26
374,Monteiro,31.620.487/0001-39,(071) 5665 9220,2023-03-18 10:10:31
375,Correia,96.105.782/0001-00,0300-903-6592,2024-12-18 06:50:01
376,Freitas - EI,79.314.065/0001-61,0500-129-7180,2024-03-16 19:43:26
377,Mendonça,82.973.610/0001-36,+55 (084) 7826 6976,2023-08-28 22:51:54
378,Dias,47.609.835/0001-07,51 7494 5111,2023-02-09 13:56:22
379,Aragão,63.891.704/0001-11,51 4062 4046,2023-07-06 20:10:41
380,Cunha,09.425.368/0001-76,0300-777-9597,2024-12-18 11:23:49
381,Fonseca,19.456.308/0001-74,61 5090 7409,2023-04-19 07:49:36
382,Ribeiro,01.342.968/0001-69,21 2643 3761,2024-11-17 04:52:47
383,Andrade Garcia - EI,42.087.563/0001-09,81 9872-7315,2025-03-23 14:03:10
384,Almeida Porto - ME,78.652.140/0001-31,0800-245-6090,2024-08-09 14:29:41
385,Gonçalves,58.293.401/0001-67,21 4674 2495,2023-03-31 12:09:46
386,Barbosa Borges e Filhos,39.056.247/0001-65,81 4951 8552,2023-06-23 18:21:07
387,Cavalcante,69.418.752/0001-73,0500 267 9963,2025-01-14 06:42:23
388,Pereira,68.901.572/0001-85,+55 (031) 6783-8647,2024-12-21 05:26:11
389,Almeida,89.213.754/0001-33,+55 (051) 5910-9653,2024-07-24 03:19:15
390,Gonçalves - ME,50.412.793/0001-24,+55 (061) 5113 7235,2023-04-15 13:04:35
391,Mendonça Brito Ltda.,87.914.036/0001-69,+55 71 3153-1784,2023-06-30 02:06:43
392,Lima,21.647.589/0001-94,0800 280 5196,2025-03-28 22:39:12
393,Porto,21.798.053/0001-70,11 1733 1801,2025-03-06 19:32:18
394,Garcia - ME,95.081.364/0001-50,+55 21 1308-1514,2024-10-09 09:15:05
395,Garcia Aragão - EI,67.910.582/0001-14,+55 31 9745 6887,2024-05-28 09:36:57
396,Pastor,90.361.527/0001-34,(084) 1122 9652,2024-11-04 18:04:10
397,da Rocha Teixeira - ME,71.485.963/0001-70,+55 71 5237-6408,2024-08-14 19:53:14
398,Moraes Porto e Filhos,32.675.401/0001-38,(011) 2532-0280,2023-03-12 02:00:14
399,Fernandes,37.519.680/0001-64,51 1082 1472,2023-06-28 10:02:04
400,Garcia Silva S/A,29.635.708/0001-09,+55 41 7601-6643,2022-12-17 15:59:00
401,Novaes Barbosa S/A,43.967.012/0001-00,+55 (031) 4138 7680,2025-10-11 13:00:17
402,Leão,14.276.980/0001-64,(061) 0516 1290,2023-10-29 23:12:17
403,Moraes,79.418.620/0001-03,+55 81 8732-9330,2025-01-16 09:27:58
404,da Costa,25.173.640/0001-24,+55 (021) 3642-5788,2023-11-12 15:22:43
405,Cavalcante,18.309.276/0001-11,21 1173 5480,2024-03-28 17:42:34
406,Camargo Ltda.,89.754.210/0001-89,(011) 9677 0791,2024-06-14 11:15:19
407,Costela,81.594.763/0001-00,51 6518 1683,2023-07-24 12:45:54
408,Vasconcelos S/A,53.817.042/0001-86,+55 (041) 9079-3129,2023-01-13 23:39:12
409,Pimenta,78.203.569/0001-41,+55 84 1309 1905,2023-05-31 19:09:56
410,Novaes,95.821.640/0001-79,+55 81 4321-1092,2024-01-27 09:30:12
411,Fogaça,97.135.482/0001-29,(051) 4394 8451,2023-05-27 02:53:21
412,Castro,20.853.197/0001-19,(011) 1085-6166,2025-01-05 02:40:15
413,Marques e Filhos,74.251.063/0001-57,21 1987-5311,2025-11-17 11:04:13
414,Rios,20.659.438/0001-93,+55 (041) 2511 2094,2022-12-19 23:06:39
415,Novais Ltda.,20.784.369/0001-40,(031) 0360-5061,2023-12-16 15:02:47
416,da Rocha Cardoso - EI,91.620.358/0001-72,+55 (051) 5195-9796,2023-04-13 21:17:13
417,Costa,78.943.205/0001-06,(041) 0212 6693,2024-10-15 19:42:40
418,Almeida,39.478.521/0001-94,+55 (084) 1933-8672,2025-09-09 02:29:10
419,das Neves S/A,13.904.682/0001-09,+55 51 0066 4742,2024-07-07 22:09:39
420,Brito,43.521.968/0001-76,51 5544 8197,2023-12-30 07:22:05
421,Viana,95.364.180/0001-05,0500-099-5300,2025-09-29 19:34:16
422,Andrade,46.028.197/0001-78,+55 (051) 5752-1414,2024-09-15 09:46:48
423,Porto,42.657.810/0001-65,(061) 0043-9909,2024-09-02 17:11:48
424,Rocha - ME,12.894.357/0001-40,+55 71 4267-7761,2023-07-22 04:58:09
425,Cirino,25.976.813/0001-42,+55 31 0771-8743,2024-01-22 08:04:59
426,Aragão Novais - EI,47.532.196/0001-29,+55 (031) 9021 7617,2023-07-25 16:20:41
427,Araújo Nascimento - ME,27.691.435/0001-86,+55 (031) 5024-4852,2025-11-12 03:11:22
428,da Cunha,64.019.275/0001-50,+55 81 0464 0546,2024-02-04 18:05:25
429,Sá,07.632.489/0001-63,81 8919 9319,2023-08-20 04:21:12
430,Pires,70.932.516/0001-50,(021) 7006 9184,2024-05-03 11:56:12
431,Araújo e Filhos,73.965.421/0001-20,31 5731-3437,2023-04-22 04:08:38
432,Mendes,01.864.532/0001-30,(061) 3999-2343,2024-01-09 12:13:54
433,da Cunha Dias - EI,24.356.019/0001-33,(051) 6919-7058,2024-11-24 12:22:15
434,Garcia,30.581.649/0001-04,0900-736-5609,2023-04-17 05:04:15
435,Aparecida Castro e Filhos,69.248.370/0001-49,81 9668 8433,2024-12-11 07:28:16
436,Pacheco Ltda.,39.016.825/0001-30,61 4228-6810,2024-06-06 06:24:54
437,Cavalcante,23.417.058/0001-30,+55 (031) 8897 1680,2024-01-10 18:00:26
438,Sousa,23.651.048/0001-65,0800 628 3311,2024-01-02 18:49:12
439,Montenegro S.A.,48.561.037/0001-15,+55 (084) 4020 6386,2022-12-25 12:40:30
440,Moreira Rios S.A.,24.956.813/0001-18,(011) 5024-3262,2025-08-09 04:03:40
441,Campos - EI,19.204.756/0001-80,0800 140 7036,2023-08-14 23:29:46
442,da Mota,74.853.091/0001-44,(081) 3833-2130,2024-01-20 21:59:38
443,Macedo Freitas - ME,80.491.263/0001-80,+55 11 3167-8807,2025-06-30 02:03:42
444,da Paz,39.248.605/0001-31,+55 (041) 8087-5404,2025-05-04 06:17:28
445,Montenegro,83.049.216/0001-79,71 3703-0361,2025-04-20 03:30:46
446,das Neves Ltda.,91.274.536/0001-50,+55 61 7721-7025,2023-04-24 07:36:52
447,Borges Ltda.,72.105.863/0001-34,+55 11 8028 3140,2024-06-18 17:18:43
448,Câmara Ltda.,19.726.503/0001-77,(061) 1756 1468,2025-08-07 21:31:04
449,Aparecida Ltda.,26.980.351/0001-08,+55 (081) 3879 2600,2024-01-18 01:40:17
450,Andrade Cavalcante - EI,53.621.870/0001-44,+55 51 2542 1762,2023-10-01 15:38:30
451,Vargas,01.492.378/0001-12,0500-997-1329,2024-07-04 12:23:44
452,da Cruz S.A.,83.549.120/0001-70,+55 (071) 7679 4053,2022-12-04 19:29:36
453,da Costa S.A.,74.563.201/0001-33,+55 (041) 9272 0852,2022-11-30 00:36:50
454,Dias Cavalcanti e Filhos,35.719.648/0001-05,+55 84 1427 3873,2025-02-26 15:42:42
455,Martins,49.503.612/0001-96,61 3065-8667,2025-01-17 14:03:22
456,Montenegro Ltda.,80.349.617/0001-56,+55 31 2322 5027,2025-10-20 06:25:38
457,Andrade Ltda.,40.193.278/0001-47,+55 31 1988-3511,2024-02-16 20:11:05
458,Caldeira S.A.,05.726.348/0001-84,81 1125-5368,2025-08-27 00:54:24
459,Dias,58.910.346/0001-07,+55 21 3239-2918,2024-03-02 11:03:02
460,Machado,65.037.921/0001-74,81 7735 8191,2024-06-14 16:33:32
461,Mendonça - EI,94.103.672/0001-76,41 1424 7020,2025-01-01 16:08:44
462,da Luz,51.987.624/0001-85,+55 (021) 7518 6150,2024-04-09 14:33:13
463,Sampaio,98.532.641/0001-91,51 4258 0420,2023-07-22 19:59:19
464,Vasconcelos,56.701.824/0001-43,+55 51 1449 9537,2023-12-15 13:38:45
465,Sales Azevedo Ltda.,38.147.029/0001-73,71 3857 7051,2025-07-16 22:31:11
466,Brito Andrade - ME,52.084.976/0001-93,+55 41 0079-9457,2023-12-26 16:15:42
467,Pacheco,94.071.263/0001-35,51 0030 5788,2023-08-03 05:08:03
468,Alves,51.297.068/0001-15,+55 (051) 5454-8887,2024-11-07 17:04:53
469,Castro Ltda.,94.715.862/0001-44,0900-564-5539,2023-06-11 06:23:27
470,Peixoto Cassiano e Filhos,38.402.751/0001-07,41 9518-1165,2025-07-23 14:14:11
471,Moreira,23.140.598/0001-10,0900 962 9964,2024-10-22 01:40:07
472,Farias,27.813.069/0001-90,0500-154-7383,2024-12-17 04:31:33
473,Fogaça,60.518.327/0001-81,+55 (011) 8598 5500,2025-07-20 20:16:45
474,Cavalcante da Conceição - ME,20.369.541/0001-07,+55 (011) 3681-9579,2024-04-23 22:46:01
475,Albuquerque,93.804.765/0001-65,+55 41 1499 2219,2023-04-09 04:26:05
476,da Costa,17.325.689/0001-27,(021) 1152-1403,2023-08-09 15:19:50
477,Freitas S/A,69.513.704/0001-64,+55 84 2470-2086,2023-03-20 16:42:34
478,da Mata da Cruz - EI,36.419.250/0001-08,+55 61 9968-7250,2024-04-24 23:18:40
479,da Paz S.A.,79.045.318/0001-49,+55 (011) 5990 2503,2023-02-09 23:42:28
480,Azevedo - EI,54.128.936/0001-21,+55 81 7889-3535,2024-08-07 03:15:23
481,Rocha - ME,35.496.281/0001-08,+55 (061) 4641-6595,2024-12-08 05:54:09
482,Cunha,90.278.536/0001-66,51 9813 9551,2024-05-23 20:42:20
483,da Cruz Camargo S/A,90.671.543/0001-23,0300-912-6282,2025-08-30 20:31:01
484,Viana - EI,16.820.539/0001-27,+55 (081) 0519 6276,2024-11-18 06:44:19
485,Abreu e Filhos,18.423.609/0001-39,+55 (051) 0880 2257,2024-06-15 04:26:31
486,Martins - EI,41.639.278/0001-90,51 2871 1296,2024-11-08 23:38:08
487,Sales Ltda.,84.635.079/0001-17,11 9812-7827,2023-03-05 06:27:57
488,da Paz,21.497.658/0001-20,+55 (071) 1835 9452,2025-08-14 16:52:38
489,Câmara,08.379.154/0001-48,(021) 9691 8406,2023-04-05 03:12:10
490,Pinto,02.736.589/0001-16,41 8235-4579,2025-05-06 12:30:41
491,Santos e Filhos,15.274.036/0001-30,+55 21 2779 3684,2025-11-01 00:36:55
492,Fogaça,80.517.492/0001-26,61 1616-5346,2023-12-15 20:57:38
493,Rocha Guerra - ME,94.713.805/0001-26,(011) 2926-6594,2023-07-07 03:20:22
494,Fernandes,67.358.410/0001-80,+55 (051) 6703 0412,2025-04-12 13:39:01
495,Vieira - ME,01.395.748/0001-01,+55 81 0433 4957,2025-07-06 03:43:34
496,Lima Cavalcante e Filhos,62.913.508/0001-38,+55 84 0453-8288,2023-10-15 23:58:17
497,da Conceição,90.716.453/0001-01,(041) 1460-0301,2024-07-11 08:52:17
498,Ribeiro,46.230.851/0001-21,(061) 0227-8221,2023-05-18 18:01:45
499,Rocha - ME,39.478.165/0001-09,+55 (011) 0353-8883,2024-10-20 10:43:31
500,Albuquerque S.A.,89.162.540/0001-85,+55 (051) 6102 2101,2024-02-24 00:42:42
